RowNumber,EventClass,TextData,ApplicationName,NTUserName,LoginName,ClientProcessID,SPID,StartTime,CPU,Reads,Writes,Duration,EndTime,DatabaseID,DatabaseName,Error,EventSequence,GroupID,HostName,IsSystem,LoginSid,NTDomainName,RequestID,RowCounts,ServerName,SessionLoginName,TransactionID,XactSequence,BinaryData
1691,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,06:53.2,16,114,0,2471,06:53.2,7,Telecom,0,3664,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,1,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1692,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,06:56.2,0,340,0,19852,06:56.2,7,Telecom,0,3665,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,6005,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1693,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,06:59.2,0,116,0,1197,06:59.2,7,Telecom,0,3666,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,1118,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1694,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:02.2,0,39,0,1427,07:02.2,6,Students,0,3667,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,303,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1695,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:05.2,0,233,0,6841,07:05.2,6,Students,0,3668,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,6005,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1696,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:08.2,62,1861,0,62364,07:08.3,6,Students,0,3669,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,228139,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1697,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:11.3,0,39,0,997,07:11.3,6,Students,0,3670,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,303,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1698,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:14.3,0,39,0,3059,07:14.3,6,Students,0,3671,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,1,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1699,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:17.3,0,1,0,2508,07:17.3,6,Students,0,3672,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,1,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1700,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp19,NULL,59,07:20.3,16,513,0,13273,07:20.3,5,CabRides,0,3673,2,DESKTOP-7OQL1C2,NULL,0xBCFB76F1E98FB941AD52BCF6D8DDF4CE,NULL,0,1000,DESKTOP-7OQL1C2,temp19,NULL,0,NULL
1701,12,select * from Weather.dbo.weather,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:23.4,0,173,0,4029,07:23.4,1,master,0,3674,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6299,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1702,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:26.4,16,233,0,11418,07:26.4,1,master,0,3675,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1703,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:29.4,0,39,0,2642,07:29.4,1,master,0,3676,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1704,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:32.4,0,513,0,6941,07:32.4,5,CabRides,0,3677,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1705,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:35.4,0,233,0,7978,07:35.4,5,CabRides,0,3678,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1706,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:38.4,0,35,0,4789,07:38.4,5,CabRides,0,3679,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1707,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:41.5,15,39,0,5588,07:41.5,5,CabRides,0,3680,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1708,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:44.5,47,1778,0,3064093,07:47.5,5,CabRides,0,3681,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228143,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1709,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:47.5,0,39,0,889,07:47.5,6,Students,0,3682,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1710,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:50.5,0,497,0,6442,07:50.6,5,CabRides,0,3683,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1711,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:53.6,47,1764,0,6339517,07:59.9,5,CabRides,0,3684,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228143,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1712,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,07:59.9,0,118,0,9261,07:59.9,6,Students,0,3685,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1713,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:02.9,16,340,0,38886,08:02.9,6,Students,0,3686,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1714,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:05.9,0,219,0,5846,08:05.9,6,Students,0,3687,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1715,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:08.9,0,39,0,2762,08:08.9,6,Students,0,3688,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1716,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:11.9,0,1,0,2485,08:11.9,6,Students,0,3689,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1717,12,select * from Weather.dbo.weather,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:15.0,0,173,0,25087,08:15.0,6,Students,0,3690,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6299,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1718,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:18.0,16,39,0,3928,08:18.0,6,Students,0,3691,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1719,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:21.0,15,1,0,2505,08:21.0,6,Students,0,3692,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1720,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:24.0,47,1778,0,3053518,08:27.1,6,Students,0,3693,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228146,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1721,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:27.1,47,1764,0,53498,08:27.1,6,Students,0,3694,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228146,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1722,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:30.1,0,1,0,1641,08:30.1,6,Students,0,3695,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1723,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:33.1,0,23,0,2508,08:33.1,6,Students,0,3696,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1724,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:36.1,0,1,0,2453,08:36.1,6,Students,0,3697,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1725,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:39.2,0,23,0,1742,08:39.2,6,Students,0,3698,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1726,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:42.2,0,37,0,4310,08:42.2,6,Students,0,3699,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1119,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1727,12,select * from Weather.dbo.weather,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:45.2,0,80,0,3041,08:45.2,6,Students,0,3700,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6299,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1728,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:48.2,47,1764,0,55809,08:48.3,6,Students,0,3701,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228148,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1729,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:51.2,0,513,0,2977,08:51.2,5,CabRides,0,3702,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1730,12,use Weather select top 1000 * from weather where location='Fenway',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:54.2,15,96,0,6336,08:54.2,8,Weather,0,3703,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,546,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1731,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,08:57.2,0,233,0,6877,08:57.3,8,Weather,0,3704,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1732,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:00.3,0,39,0,933,09:00.3,6,Students,0,3705,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1733,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:03.3,0,122,0,16229,09:03.3,6,Students,0,3706,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1734,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:06.3,0,114,0,12829,09:06.3,6,Students,0,3707,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1735,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:09.3,0,39,0,3541,09:09.3,6,Students,0,3708,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1736,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:12.3,0,37,0,3725,09:12.3,6,Students,0,3709,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1120,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1737,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:15.4,0,1,0,2448,09:15.4,6,Students,0,3710,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1738,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:18.4,15,596,0,24224,09:18.4,5,CabRides,0,3711,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1739,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:21.4,0,40,1,6407,09:21.4,5,CabRides,0,3712,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1740,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:24.4,0,39,0,3547,09:24.4,6,Students,0,3713,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1741,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:27.4,0,1,0,2223,09:27.4,6,Students,0,3714,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1742,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:30.4,47,1778,0,57959,09:30.5,6,Students,0,3715,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228150,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1743,12,select * from CabRides.dbo.cab_rides,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:33.5,63,1764,0,53506,09:33.5,6,Students,0,3716,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,228150,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1744,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:36.5,0,340,0,21970,09:36.5,6,Students,0,3717,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1745,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:39.5,0,129,0,2105,09:39.5,7,Telecom,0,3718,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1746,12,use Weather select top 1000 * from weather where location='Fenway',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:42.6,0,175,0,17734,09:42.6,8,Weather,0,3719,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,546,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1747,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:45.6,0,35,0,5533,09:45.6,8,Weather,0,3720,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1748,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:48.6,15,129,0,5861,09:48.6,7,Telecom,0,3721,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1749,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:51.6,0,513,0,6943,09:51.6,5,CabRides,0,3722,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1750,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:54.6,0,37,0,1655,09:54.6,5,CabRides,0,3723,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1123,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1751,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,09:57.6,0,35,0,2653,09:57.6,5,CabRides,0,3724,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1752,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:00.7,15,513,0,7254,10:00.7,5,CabRides,0,3725,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1753,12,use Students select top 1000 * from StudentsPerformance where gender='male',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:03.7,0,23,0,386,10:03.7,6,Students,0,3726,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,303,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1754,12,select * from Telecom.dbo.telecom_users,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:06.7,0,219,0,9654,10:06.7,6,Students,0,3727,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,6005,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1755,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:09.7,31,596,0,74225,10:09.8,5,CabRides,0,3728,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1000,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1756,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:12.7,0,116,0,13960,10:12.7,5,CabRides,0,3729,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1124,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1757,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:15.7,0,122,1,8930,10:15.7,5,CabRides,0,3730,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1758,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:18.7,0,35,0,3809,10:18.7,5,CabRides,0,3731,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1759,12,select * from Students.dbo.StudentsPerformance,Microsoft JDBC Driver for SQL Server,NULL,temp20,NULL,59,10:21.8,0,23,0,2673,10:21.8,5,CabRides,0,3732,2,DESKTOP-7OQL1C2,NULL,0xBD9D9E61D9639B4891497046EC55E741,NULL,0,1125,DESKTOP-7OQL1C2,temp20,NULL,0,NULL
1760,12,SET DEADLOCK_PRIORITY -10,SQLServerCEIP,SQLTELEMETRY,NT SERVICE\SQLTELEMETRY,6092,51,10:23.4,0,0,0,83,10:23.4,1,master,0,3733,2,DESKTOP-7OQL1C2,NULL,0x010600000000000550000000447A1A9EE0235381234A54AA9BD0549C4FCC0642,NT SERVICE,0,0,DESKTOP-7OQL1C2,NT Service\SQLTELEMETRY,NULL,0,NULL
